,product_type,sub_area,culture_objects_top_25,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,water_1line,big_road1_1line,railroad_1line,ecology
3860,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3861,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3862,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
3864,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3865,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3867,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
3870,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3871,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3873,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
3874,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
3877,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3878,0,32,0,1,0,0,0,0,0,0,0,0,0,0,2
3879,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,0,6,1,0,0,0,1,1,0,0,1,0,0,0,4
3881,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,1,39,0,1,0,0,1,0,0,1,0,0,0,0,2
3883,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3884,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
3886,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3887,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
3888,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3889,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3890,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
3891,1,101,0,0,0,0,1,0,0,0,0,0,0,1,1
3892,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3893,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3894,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1
3897,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,1,89,0,0,0,0,0,0,0,0,0,0,1,0,1
3899,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
3900,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3901,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3907,0,6,1,0,0,0,1,1,0,0,1,0,0,0,4
3908,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2
3909,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
3910,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3911,1,33,0,0,0,0,1,0,0,0,0,0,0,0,3
3912,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3915,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
3916,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
3917,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3919,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3925,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3926,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
3929,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1
3930,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3
3931,1,131,0,0,0,0,0,1,0,0,0,0,0,0,1
3932,1,13,0,0,0,0,0,0,0,0,0,0,0,0,3
3933,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
3934,1,19,0,0,0,0,0,0,0,0,0,0,0,0,2
3935,1,9,0,0,0,0,0,0,0,0,1,1,0,0,4
3936,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
3937,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3938,1,68,0,0,0,0,0,0,0,0,0,0,0,1,1
3939,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,1,112,0,0,0,0,0,0,0,0,0,0,0,0,4
3941,1,121,0,0,0,0,0,0,0,0,0,0,0,0,1
3942,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
3943,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3944,0,100,0,0,0,0,0,1,0,0,0,0,1,1,1
3945,1,117,0,0,0,0,1,0,0,0,0,0,0,0,1
3946,1,39,0,1,0,0,1,0,0,1,0,0,0,0,1
3947,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,1,28,0,0,0,0,1,0,0,0,0,0,0,0,1
3949,1,61,1,0,0,0,1,0,0,0,0,0,0,0,4
3950,0,6,1,0,0,0,1,1,0,0,1,0,0,0,4
3951,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
3952,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
3953,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3954,1,81,0,0,0,0,1,0,0,0,0,0,0,0,3
3955,1,122,0,0,0,0,1,0,0,0,0,0,0,0,3
3956,1,119,1,0,0,0,0,0,0,0,0,0,0,0,1
3957,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
3958,1,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3959,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
3960,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
3961,1,88,0,0,0,0,0,0,1,0,0,0,0,1,4
3962,1,81,0,0,0,0,1,0,0,0,0,0,0,0,3
3963,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3964,1,81,0,0,0,0,1,0,0,0,0,0,0,0,3
3965,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
3967,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
3968,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3969,1,122,0,0,0,0,1,0,0,0,0,0,0,0,3
3970,1,68,0,0,0,0,0,0,0,0,0,0,0,0,1
3971,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
3973,1,54,0,0,0,0,1,0,0,0,0,0,0,0,4
3974,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
3975,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
3976,1,131,0,0,0,0,0,1,0,0,0,0,0,0,1
3977,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
3978,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,0,32,0,1,0,0,0,0,0,0,0,0,0,0,2
3981,1,37,0,0,0,0,0,0,0,1,0,0,0,0,1
3982,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
3983,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
3985,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3986,0,22,0,0,0,0,1,0,0,0,0,0,0,0,1
3987,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,1,59,0,0,0,0,1,0,0,0,0,0,0,0,2
3989,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0
3990,1,57,0,0,0,0,0,0,0,0,0,0,0,0,1
3991,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1
3992,1,53,0,0,0,0,1,0,0,0,0,0,0,0,1
3993,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
3994,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
3995,1,101,0,0,0,0,1,0,0,0,0,0,0,0,1
3996,1,76,0,0,0,0,1,0,0,1,0,0,0,0,2
3997,1,66,0,0,0,0,1,0,1,0,0,0,0,0,2
3998,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2
3999,1,102,0,0,0,0,0,1,0,0,0,0,0,0,1
4000,1,81,0,0,0,0,1,0,0,0,0,0,0,0,3
4001,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4003,1,122,0,0,0,0,1,0,0,0,0,0,0,0,3
4004,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4006,1,84,0,0,0,0,0,0,0,0,0,0,0,0,2
4007,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1
4008,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
4009,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4010,1,75,0,0,0,0,0,0,0,0,0,0,0,1,3
4011,1,52,0,0,0,0,1,0,0,0,1,0,0,0,4
4012,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4013,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4014,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
4015,1,72,0,0,0,0,1,0,0,0,0,0,0,0,2
4016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,1,36,0,0,0,0,0,0,0,0,0,0,0,0,3
4018,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1
4019,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4020,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4021,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4022,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4023,1,99,0,1,1,0,1,0,0,0,0,0,1,0,3
4024,1,84,0,0,0,0,0,0,0,0,0,0,0,0,2
4025,0,14,0,0,0,0,1,0,0,0,0,0,0,1,2
4026,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
4027,1,79,0,0,0,0,0,0,0,0,1,0,0,0,3
4028,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4029,1,60,0,1,0,0,0,0,0,1,0,0,0,0,1
4030,1,100,0,0,0,0,0,1,0,0,0,0,0,0,1
4031,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4032,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4033,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
4034,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4035,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
4037,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3
4038,1,29,0,1,0,0,1,0,0,0,1,1,0,0,3
4039,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1
4040,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
4042,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4043,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4044,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4045,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4046,0,59,0,0,0,0,1,0,0,0,0,0,1,0,2
4047,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
4048,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4049,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1
4050,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,1,30,1,0,0,0,1,0,0,0,0,0,0,0,1
4052,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,1,74,0,0,0,0,1,0,0,0,0,0,1,0,1
4056,1,74,0,0,0,0,1,0,0,0,0,0,0,0,1
4057,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,1,6,1,0,0,0,1,1,0,0,1,0,0,0,4
4059,0,58,1,0,0,0,1,0,0,0,0,0,0,0,1
4060,1,98,0,0,0,0,1,0,0,0,1,0,0,0,1
4061,1,29,0,1,0,0,1,0,0,0,1,0,0,0,2
4062,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,1,107,0,0,0,0,0,0,0,0,0,0,0,0,2
4064,1,16,0,0,1,0,1,0,0,0,0,0,0,0,1
4065,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
4066,1,114,0,0,0,0,0,0,0,0,0,0,0,0,1
4067,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,1,54,0,0,0,0,1,0,0,0,0,0,0,1,1
4070,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4072,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
4073,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4074,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4075,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4076,1,50,0,0,0,0,0,0,0,0,0,0,0,0,4
4077,1,31,0,0,0,0,1,0,0,0,0,1,0,0,2
4078,1,88,0,0,0,0,0,0,1,0,0,0,0,0,4
4079,1,50,0,0,0,0,0,0,0,0,0,0,0,0,4
4080,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,1,28,0,0,0,0,1,0,0,0,0,0,0,0,1
4082,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4083,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
4084,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4086,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1
4087,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4088,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4089,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,0,74,0,0,0,0,1,0,0,0,0,0,0,0,1
4091,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4092,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3
4093,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2
4095,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,1,87,0,0,0,0,0,0,0,0,0,0,0,0,3
4097,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
4098,0,111,0,1,0,0,1,0,0,0,0,0,0,0,1
4099,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1
4101,1,96,0,0,0,0,0,0,0,0,0,0,0,0,1
4102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4103,1,54,0,0,0,0,1,0,0,0,0,0,0,0,4
4104,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4106,1,104,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4108,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4109,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4110,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
4112,1,39,0,1,0,0,1,0,0,1,0,0,0,0,1
4113,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4114,1,45,0,0,0,0,1,0,0,0,0,0,0,0,1
4115,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4116,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1
4117,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,1,73,0,0,0,0,1,0,0,0,0,0,0,0,2
4119,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1
4120,1,112,0,0,0,0,0,0,0,0,0,0,0,0,4
4121,1,83,0,0,0,0,1,0,0,0,0,0,0,0,2
4122,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4124,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
4125,1,31,0,0,0,0,1,0,0,0,0,0,0,0,2
4126,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,1,64,0,0,0,0,0,0,0,0,0,0,0,0,1
4128,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4130,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4132,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1
4133,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4134,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4135,1,102,0,0,0,0,0,1,0,0,0,0,0,0,1
4136,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4137,1,37,0,0,0,0,0,0,0,1,0,0,0,0,1
4138,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1
4140,1,25,0,0,0,0,1,0,0,0,0,0,0,0,1
4141,1,110,0,0,0,0,1,0,0,1,0,0,0,0,4
4142,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4144,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
4145,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4146,1,34,0,0,1,0,1,0,0,0,0,0,0,0,3
4147,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
4148,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
4149,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4152,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,0,90,0,0,0,0,0,0,0,0,1,0,0,0,4
4154,1,58,1,0,0,0,1,0,0,0,0,0,0,0,4
4155,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4157,1,57,0,0,0,0,0,0,0,0,0,0,0,0,2
4158,1,41,0,0,0,0,1,0,0,0,0,1,0,0,2
4159,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
4160,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4161,1,89,0,0,0,0,0,0,0,0,0,0,1,1,1
4162,1,6,1,0,0,0,1,1,0,0,1,0,0,0,4
4163,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
4164,0,119,1,0,0,0,0,0,0,0,0,0,0,0,1
4165,1,57,0,0,0,0,0,0,0,0,0,0,0,0,1
4166,1,30,1,0,0,0,1,0,0,0,0,0,0,0,2
4167,1,60,0,1,0,0,0,0,0,1,0,0,0,0,1
4168,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4169,1,28,0,0,0,0,1,0,0,0,0,0,0,0,3
4170,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
4171,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4172,1,57,0,0,0,0,0,0,0,0,0,0,0,0,1
4173,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4174,1,99,0,1,1,0,1,0,0,0,0,0,0,0,2
4175,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1
4176,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,1,125,0,1,0,0,0,0,0,0,0,0,0,0,3
4178,1,22,0,0,0,0,1,0,0,0,0,0,0,0,3
4179,1,124,0,0,0,0,0,0,0,0,1,0,0,0,1
4180,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1
4182,1,59,0,0,0,0,1,0,0,0,0,0,0,0,2
4183,1,118,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4185,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4186,1,110,0,0,0,0,1,0,0,1,0,0,0,0,4
4187,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
4188,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,1,43,0,1,0,0,0,0,0,0,0,0,0,0,4
4190,1,16,0,0,1,0,1,0,0,0,0,0,0,0,3
4191,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4192,0,66,0,0,0,0,1,0,1,0,0,0,1,0,3
4193,1,16,0,0,1,0,1,0,0,0,0,1,0,0,1
4194,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4195,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4196,1,68,0,0,0,0,0,0,0,0,0,0,0,0,1
4197,1,31,0,0,0,0,1,0,0,0,0,0,0,0,1
4198,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4200,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3
4201,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2
4203,1,55,0,0,0,0,1,0,0,0,0,0,0,0,3
4204,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
4205,1,128,0,0,0,0,0,1,0,0,0,0,0,0,4
4206,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4207,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4208,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
4209,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4211,1,138,1,0,0,0,0,0,0,0,0,0,0,0,4
4212,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,1,20,0,0,0,0,1,0,0,0,0,0,0,0,1
4214,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4215,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
4216,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4217,0,14,0,0,0,0,1,0,0,0,0,0,0,1,2
4218,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4219,1,108,0,0,0,0,0,0,0,0,1,0,1,0,3
4220,1,74,0,0,0,0,1,0,0,0,0,0,0,0,1
4221,1,33,0,0,0,0,1,0,0,0,0,0,0,0,3
4222,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,1,38,0,0,0,0,1,0,0,0,0,0,0,0,1
4224,1,9,0,0,0,0,0,0,0,0,1,0,0,0,4
4225,1,41,0,0,0,0,1,0,0,0,0,0,0,0,2
4226,1,23,0,0,0,0,0,0,0,0,1,0,0,0,3
4227,1,26,0,0,0,0,1,0,1,0,1,0,0,0,4
4228,1,46,0,0,0,0,1,0,0,0,0,0,0,0,1
4229,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4230,1,108,0,0,0,0,0,0,0,0,1,0,0,0,3
4231,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,1,78,0,0,0,0,1,0,0,0,0,0,1,0,1
4234,1,92,0,0,0,0,0,0,0,0,1,0,0,0,4
4235,1,58,1,0,0,0,1,0,0,0,0,0,0,0,1
4236,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1
4237,1,117,0,0,0,0,1,0,0,0,0,0,0,0,2
4238,1,88,0,0,0,0,0,0,1,0,0,0,0,1,4
4239,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4241,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
4242,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4243,1,35,0,1,0,1,1,0,0,0,0,0,0,0,1
4244,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4245,1,51,0,0,0,0,0,0,0,0,0,0,0,0,1
4246,1,14,0,0,0,0,1,0,0,0,0,0,0,0,1
4247,1,62,0,0,0,0,1,0,0,0,0,0,0,0,3
4248,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4249,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4251,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4253,1,112,0,0,0,0,0,0,0,0,0,0,0,0,4
4254,1,121,0,0,0,0,0,0,0,0,0,0,0,0,1
4255,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4256,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3
4257,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4258,1,32,0,1,0,0,0,0,0,0,0,0,0,0,2
4259,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4260,1,48,0,0,0,0,0,0,1,0,0,0,0,0,1
4261,1,21,0,0,0,0,1,0,0,0,0,0,0,0,1
4262,1,12,0,0,0,0,0,0,0,0,0,0,0,0,3
4263,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2
4264,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4265,1,86,0,0,0,0,1,0,0,0,0,0,1,0,2
4266,1,126,0,0,0,0,0,0,0,0,0,0,0,0,3
4267,1,50,0,0,0,0,0,0,0,0,0,0,0,0,4
4268,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
4269,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1
4270,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1
4271,1,95,0,0,0,0,0,0,0,0,0,0,0,0,1
4272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4273,1,26,0,0,0,0,1,0,1,0,1,0,0,0,4
4274,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
4276,1,60,0,1,0,0,0,0,0,1,0,0,0,0,1
4277,1,39,0,1,0,0,1,0,0,1,0,0,0,0,2
4278,1,47,0,0,0,0,1,0,0,0,0,0,0,0,3
4279,0,131,0,0,0,0,0,1,0,0,0,0,0,0,1
